,id,en,de,es,fr,count,en_negated,de_negated,fr_negated,es_negated
559,P811,academic minor,Nebenfach im Studium,especialización académica secundaria,seconde spécialité d'études,104,not academic minor,nicht Nebenfach im Studium,ne pas seconde spécialité d'études,no especialización académica secundaria
560,P19,place of birth,Geburtsort,lugar de nacimiento,lieu de naissance,3028025,not place of birth,nicht Geburtsort,ne pas lieu de naissance,no lugar de nacimiento
561,P4320,mountains classification,Bergwertung,Clasificación de la montaña,classement de la montagne,10021,not mountains classification,nicht Bergwertung,ne pas classement de la montagne,no Clasificación de la montaña
562,P501,enclave within,Enklave in,enclave en,enclavé dans,248,not enclave within,nicht Enklave in,ne pas enclavé dans,no enclave en
563,P8258,field of training,Fach der Fachausbildung,campo de estudios profesionales,domaine d'études professionnelles,19,not field of training,nicht Fach der Fachausbildung,ne pas domaine d'études professionnelles,no campo de estudios profesionales
564,P9714,taxon range,Verbreitungsgebiet,ámbito de distribución,aire de répartition,56,not taxon range,nicht Verbreitungsgebiet,ne pas aire de répartition,no ámbito de distribución
565,P5133,has evaluation,hat Auswertung,tiene evaluación,a pour évaluation,24,not has evaluation,nicht hat Auswertung,ne pas a pour évaluation,no tiene evaluación
566,P3091,mount,Reittier,montura,monture,737,not mount,nicht Reittier,ne pas monture,no montura
567,P3440,time signature,Taktart,compás musical,chiffrage de mesure,81,not time signature,nicht Taktart,ne pas chiffrage de mesure,no compás musical
568,P1429,has pet,hat Haustier,animal de compañía,animal de compagnie,317,not has pet,nicht hat Haustier,ne pas animal de compagnie,no animal de compañía
569,P3938,named by,benannt durch,acuñado por,dénommé par,620,not named by,nicht benannt durch,ne pas dénommé par,no acuñado por
570,P3871,tributary orientation,Richtung als Nebenfluss,orientación del tributario,rive de confluence,547,not tributary orientation,nicht Richtung als Nebenfluss,ne pas rive de confluence,no orientación del tributario
571,P3082,destroyed,zerstört,ha destruido,détruit,280,not destroyed,nicht zerstört,ne pas détruit,no ha destruido
572,P1591,defendant,Angeklagter,imputado,défendeur,4583,not defendant,nicht Angeklagter,ne pas défendeur,no imputado
573,P642,of,von,de,de,5090,not of,nicht von,ne pas de,no de
574,P1703,is pollinated by,bestäubt durch,polinización,pollinisé par,79,not is pollinated by,nicht bestäubt durch,ne pas pollinisé par,no polinización
575,P6195,funding scheme,Fördertopf,método de financiamiento,plan de financement,3765,not funding scheme,nicht Fördertopf,ne pas plan de financement,no método de financiamiento
576,P3780,active ingredient in,Wirkstoff in,es el principio activo en,est le principe actif dans,2529,not active ingredient in,nicht Wirkstoff in,ne pas est le principe actif dans,no es el principio activo en
577,P2414,substrate of,Substrat von,sustrato de,substrat de,9,not substrate of,nicht Substrat von,ne pas substrat de,no sustrato de
578,P4000,has fruit type,Fruchttyp,tipo de fruto,type de fruit,3039,not has fruit type,nicht Fruchttyp,ne pas type de fruit,no tipo de fruto
579,P2746,production statistics,Produktionsstatistik,estadísticas de producción,statistiques de production,52,not production statistics,nicht Produktionsstatistik,ne pas statistiques de production,no estadísticas de producción
580,P4444,reward,Prämie,recompensa,récompense,29,not reward,nicht Prämie,ne pas récompense,no recompensa
581,P2852,emergency phone number,Notrufnummer,teléfono de emergencia,numéro d'appel d'urgence,634,not emergency phone number,nicht Notrufnummer,ne pas numéro d'appel d'urgence,no teléfono de emergencia
582,P834,train depot,Zug-Depot,terminal ferroviario,dépôt ferroviaire,690,not train depot,nicht Zug-Depot,ne pas dépôt ferroviaire,no terminal ferroviario
583,P702,encoded by,codiert von,codificado por,codé par,976841,not encoded by,nicht codiert von,ne pas codé par,no codificado por
584,P9899,music created for,Musik gemacht für,música creada para,musique créée pour,179,not music created for,nicht Musik gemacht für,ne pas musique créée pour,no música creada para
585,P7643,covered period,betroffene Epoche,periodo cubierto,période couverte,12,not covered period,nicht betroffene Epoche,ne pas période couverte,no periodo cubierto
586,P2682,is verso of,ist Rückseite von,es verso de,est le verso,163,not is verso of,nicht ist Rückseite von,ne pas est le verso,no es verso de
587,P2279,ambitus,Tonumfang,ámbito,ambitus,37,not ambitus,nicht Tonumfang,ne pas ambitus,no ámbito
588,P9700,delta of,Flussdelta von,delta de,delta de,71,not delta of,nicht Flussdelta von,ne pas delta de,no delta de
589,P9597,type of lens,Linsentyp,tipo de lente,type de lentille optique,1721,not type of lens,nicht Linsentyp,ne pas type de lentille optique,no tipo de lente
590,P545,torch lit by,Flamme entzündet von,antorcha encendida por,flamme allumée par,73,not torch lit by,nicht Flamme entzündet von,ne pas flamme allumée par,no antorcha encendida por
591,P4151,game mechanics,Spielmechanik,sistema de juego,système de jeu,1757,not game mechanics,nicht Spielmechanik,ne pas système de jeu,no sistema de juego
592,P725,voice actor,Sprecher,actor de voz,comédien de doublage,61713,not voice actor,nicht Sprecher,ne pas comédien de doublage,no actor de voz
593,P6962,narrative motif,literarisches Motiv,tópico literario,motif narratif,431,not narrative motif,nicht literarisches Motiv,ne pas motif narratif,no tópico literario
594,P1620,plaintiff,Kläger,demandante,demandeur,344,not plaintiff,nicht Kläger,ne pas demandeur,no demandante
595,P6840,student organization of,Studentenorganisation von,organización estudiantil de,organisation étudiante de,34,not student organization of,nicht Studentenorganisation von,ne pas organisation étudiante de,no organización estudiantil de
596,P397,parent astronomical body,übergeordneter astronomischer Körper,objeto astronómico padre,orbite autour de,12506,not parent astronomical body,nicht übergeordneter astronomischer Körper,ne pas orbite autour de,no objeto astronómico padre
597,P459,determination method,Bestimmungsmethode,método de determinación,méthode de détermination,329,not determination method,nicht Bestimmungsmethode,ne pas méthode de détermination,no método de determinación
598,P1299,depicted by,dargestellt von,representado por,est dépeint par,10899,not depicted by,nicht dargestellt von,ne pas est dépeint par,no representado por
599,P3989,members have occupation,Mitglieder haben den Beruf,ocupación de los miembros,occupation des membres,1755,not members have occupation,nicht Mitglieder haben den Beruf,ne pas occupation des membres,no ocupación de los miembros
600,P462,color,Farbe,color,couleur,194389,not color,nicht Farbe,ne pas couleur,no color
601,P1776,circle of,Umkreis von,círculo de,cercle de,7,not circle of,nicht Umkreis von,ne pas cercle de,no círculo de
602,P5314,property scope,Anwendungsbereich der Eigenschaft,alcance de la propiedad,champ d'application,1,not property scope,nicht Anwendungsbereich der Eigenschaft,ne pas champ d'application,no alcance de la propiedad
603,P241,military branch,Teilstreitkraft,rama militar,arme,114591,not military branch,nicht Teilstreitkraft,ne pas arme,no rama militar
604,P1064,track gauge,Spurweite,ancho de vía,écartement des rails,24331,not track gauge,nicht Spurweite,ne pas écartement des rails,no ancho de vía
605,P1891,signatory,Unterzeichner,signatario,signataire,17071,not signatory,nicht Unterzeichner,ne pas signataire,no signatario
606,P2842,place of marriage,Ort der Eheschließung,lugar de matrimonio,lieu du mariage,3,not place of marriage,nicht Ort der Eheschließung,ne pas lieu du mariage,no lugar de matrimonio
607,P734,family name,Familienname,apellido,nom de famille,3619572,not family name,nicht Familienname,ne pas nom de famille,no apellido
608,P2429,expected completeness,erwartete Vollständigkeit,grado de completitud,degré de complétude,3826,not expected completeness,nicht erwartete Vollständigkeit,ne pas degré de complétude,no grado de completitud
609,P6587,league system,Ligasystem,sistema de liga,structure pyramidale de la ligue,231,not league system,nicht Ligasystem,ne pas structure pyramidale de la ligue,no sistema de liga
610,P3264,radix,Grundzahl,base aritmética,base (arithmétique),58,not radix,nicht Grundzahl,ne pas base (arithmétique),no base aritmética
611,P410,military rank,militärischer Dienstgrad,rango militar alcanzado,grade militaire,157188,not military rank,nicht militärischer Dienstgrad,ne pas grade militaire,no rango militar alcanzado
612,P3335,associated hazard,Gefährdung,peligro,danger sur place,71,not associated hazard,nicht Gefährdung,ne pas danger sur place,no peligro
613,P1640,curator,Kurator,conservador o comisario,conservateur ou commissaire,1561,not curator,nicht Kurator,ne pas conservateur ou commissaire,no conservador o comisario
614,P546,docking port,Andockziel,puerto de atraque o de acople,port d'arrimage,56,not docking port,nicht Andockziel,ne pas port d'arrimage,no puerto de atraque o de acople
615,P1046,discovery method,Nachweismethode,método de descubrimiento,méthode de découverte,4253,not discovery method,nicht Nachweismethode,ne pas méthode de découverte,no método de descubrimiento
616,P942,theme music,Titelmusik,tema musical,thème musical,3542,not theme music,nicht Titelmusik,ne pas thème musical,no tema musical
617,P8571,external auditor,externer Rechnungsprüfer,auditor externo,auditeur comptable,125,not external auditor,nicht externer Rechnungsprüfer,ne pas auditeur comptable,no auditor externo
618,P8363,study type,Studientyp,tipo de estudio,type d'étude,349385,not study type,nicht Studientyp,ne pas type d'étude,no tipo de estudio
619,P2989,has grammatical case,hat grammatischen Fall,tiene el caso gramatical,a comme cas grammatical,430,not has grammatical case,nicht hat grammatischen Fall,ne pas a comme cas grammatical,no tiene el caso gramatical
620,P1445,fictional universe described in,fiktives Universum wird beschrieben in,universo ficticio descrito en,univers de fiction décrit dans,4597,not fictional universe described in,nicht fiktives Universum wird beschrieben in,ne pas univers de fiction décrit dans,no universo ficticio descrito en
621,P7078,typing discipline,Typisierung,sistema de tipos,système de typage,774,not typing discipline,nicht Typisierung,ne pas système de typage,no sistema de tipos
622,P1672,this taxon is source of,Ursprung von,este taxón es una fuente de,ce taxon produit,2391,not this taxon is source of,nicht Ursprung von,ne pas ce taxon produit,no este taxón es una fuente de
623,P3701,incarnation of,Inkarnation von,encarnación de,incarnation de,88,not incarnation of,nicht Inkarnation von,ne pas incarnation de,no encarnación de
624,P3438,vehicle normally used,normalerweise verwendetes Fahrzeug,vehículo usado normalmente,véhicule habituellement utilisé,2892,not vehicle normally used,nicht normalerweise verwendetes Fahrzeug,ne pas véhicule habituellement utilisé,no vehículo usado normalmente
625,P5132,suggests the existence of,vermutet das Vorhandensein von,sugiere la existencia de,suggère l'existence de,234,not suggests the existence of,nicht vermutet das Vorhandensein von,ne pas suggère l'existence de,no sugiere la existencia de
626,P826,tonality,Tonart,tonalidad,tonalité,5023,not tonality,nicht Tonart,ne pas tonalité,no tonalidad
627,P873,phase point,Phasenpunkt,punto de fase,point de phase,26,not phase point,nicht Phasenpunkt,ne pas point de phase,no punto de fase
628,P1652,referee,Schiedsrichter,árbitro,arbitre,19978,not referee,nicht Schiedsrichter,ne pas arbitre,no árbitro
629,P3447,mirrors data from,spiegelt Daten von,replica datos de,données miroirs de,8,not mirrors data from,nicht spiegelt Daten von,ne pas données miroirs de,no replica datos de
630,P4224,category contains,Kategorie enthält,categoría contiene,type d'élément contenu dans la catégorie,823005,not category contains,nicht Kategorie enthält,ne pas type d'élément contenu dans la catégorie,no categoría contiene
631,P765,surface played on,Belag,tipo de superficie,type de surface,3956,not surface played on,nicht Belag,ne pas type de surface,no tipo de superficie
632,P376,located on astronomical body,auf astronomischem Körper,en el cuerpo astronómico,sur le corps astronomique,9234,not located on astronomical body,nicht auf astronomischem Körper,ne pas sur le corps astronomique,no en el cuerpo astronómico
633,P5026,lighting designer,Lichtgestalter,diseñador de iluminación,éclairagiste,5168,not lighting designer,nicht Lichtgestalter,ne pas éclairagiste,no diseñador de iluminación
634,P634,captain,Mannschaftskapitän,capitán,capitaine,529,not captain,nicht Mannschaftskapitän,ne pas capitaine,no capitán
635,P3150,birthday,Geburtstag,cumpleaños,anniversaire,3173,not birthday,nicht Geburtstag,ne pas anniversaire,no cumpleaños
636,P3489,pregnancy category,Schwangerschaftskategorie,categoría farmacológica en el embarazo,catégorie de grossesse,1546,not pregnancy category,nicht Schwangerschaftskategorie,ne pas catégorie de grossesse,no categoría farmacológica en el embarazo
637,P7936,business model,Geschäftsmodell,modelo de negocio,modèle d'affaires,2352,not business model,nicht Geschäftsmodell,ne pas modèle d'affaires,no modelo de negocio
638,P9353,does not have cause,nicht verursacht durch,no tiene como causa,n'a pas pour cause,11,not does not have cause,nicht nicht verursacht durch,ne pas n'a pas pour cause,no no tiene como causa
639,P101,field of work,Arbeitsgebiet,campo de trabajo,domaine d'activité,251365,not field of work,nicht Arbeitsgebiet,ne pas domaine d'activité,no campo de trabajo
640,P1589,lowest point,tiefster Punkt,punto más bajo,point le plus bas,511,not lowest point,nicht tiefster Punkt,ne pas point le plus bas,no punto más bajo
641,P2517,category for recipients of this award,Kategorie für Preisträger,categoría para los galardonados con este premio,catégorie pour les lauréats de cette récompense,6162,not category for recipients of this award,nicht Kategorie für Preisträger,ne pas catégorie pour les lauréats de cette récompense,no categoría para los galardonados con este premio
642,P5323,attested in,bestätigt in,atestiguado en,attesté dans,121113,not attested in,nicht bestätigt in,ne pas attesté dans,no atestiguado en
643,P924,possible treatment,medizinische Behandlungen,tratamiento posible,traitements possibles,695,not possible treatment,nicht medizinische Behandlungen,ne pas traitements possibles,no tratamiento posible
644,P3022,flag bearer,Flaggenträger,abanderado,porte-drapeau,4191,not flag bearer,nicht Flaggenträger,ne pas porte-drapeau,no abanderado
645,P1595,charge,Anklagepunkt,imputación,inculpation,4508,not charge,nicht Anklagepunkt,ne pas inculpation,no imputación
646,P2894,day of week,Wochentag,día de la semana,jour de la semaine,192690,not day of week,nicht Wochentag,ne pas jour de la semaine,no día de la semana
647,P1196,manner of death,Todesart,circunstancias de la muerte,circonstances de la mort,99833,not manner of death,nicht Todesart,ne pas circonstances de la mort,no circunstancias de la muerte
648,P4624,squadron embarked,eingeschifftes Geschwader,escuadrón embarcado,escadron embarqué,6,not squadron embarked,nicht eingeschifftes Geschwader,ne pas escadron embarqué,no escuadrón embarcado
649,P3095,practiced by,praktiziert von,practicado por,pratiqué par,4774,not practiced by,nicht praktiziert von,ne pas pratiqué par,no practicado por
650,P7514,landscape architect,Landschaftsarchitekt,arquitecto del paisaje,architecte paysagiste,190,not landscape architect,nicht Landschaftsarchitekt,ne pas architecte paysagiste,no arquitecto del paisaje
651,P9660,not found in,nicht nachgewiesen in,no encontrado en,non présent dans,11878,not not found in,nicht nicht nachgewiesen in,ne pas non présent dans,no no encontrado en
652,P102,member of political party,Parteizugehörigkeit,miembro del partido político,parti politique,501195,not member of political party,nicht Parteizugehörigkeit,ne pas parti politique,no miembro del partido político
653,P1880,measurement scale,gemessen mit,medido por,mesuré par,181,not measurement scale,nicht gemessen mit,ne pas mesuré par,no medido por
654,P1536,immediate cause of,direkte Ursache von,causa inmediata de,cause immédiate de,16711,not immediate cause of,nicht direkte Ursache von,ne pas cause immédiate de,no causa inmediata de
655,P1479,has contributing factor,hat mitwirkenden Faktor,factor contribuyente,a comme facteur contributif,584,not has contributing factor,nicht hat mitwirkenden Faktor,ne pas a comme facteur contributif,no factor contribuyente
656,P9831,release of,Release von,publicación musical de,sortie musciale de,2450,not release of,nicht Release von,ne pas sortie musciale de,no publicación musical de
657,P870,instrumentation,Instrumentation,instrumentación,instrumentation,7569,not instrumentation,nicht Instrumentation,ne pas instrumentation,no instrumentación
658,P6977,review of,Rezension von,reseña sobre,compte-rendu de,9669,not review of,nicht Rezension von,ne pas compte-rendu de,no reseña sobre
659,P199,business division,Geschäftsbereich,división comercial,division,1679,not business division,nicht Geschäftsbereich,ne pas division,no división comercial
660,P669,located on street or square,Straße oder Platz,situado en la calle,voie,161576,not located on street or square,nicht Straße oder Platz,ne pas voie,no situado en la calle
661,P8001,endorsed by,Schirmherrschaft durch,apoyado por,soutenu par,193,not endorsed by,nicht Schirmherrschaft durch,ne pas soutenu par,no apoyado por
662,P970,neurological function,neurologische Funktion,función neurológica,fonction neurologique,4,not neurological function,nicht neurologische Funktion,ne pas fonction neurologique,no función neurológica
663,P209,highest judicial authority,höchstes Gericht,máxima autoridad judicial,Corps judiciaire suprême,183,not highest judicial authority,nicht höchstes Gericht,ne pas Corps judiciaire suprême,no máxima autoridad judicial
664,P3263,base,Grundfläche,base geométrica,base (géométrie),116,not base,nicht Grundfläche,ne pas base (géométrie),no base geométrica
665,P8411,set in environment,Umgebung der Handlung,lugar de ambientación,se déroule dans l'environnement,15915,not set in environment,nicht Umgebung der Handlung,ne pas se déroule dans l'environnement,no lugar de ambientación
666,P5873,place of devotion,Andachtsstätte,lugar de devoción,lieu de culte,916,not place of devotion,nicht Andachtsstätte,ne pas lieu de culte,no lugar de devoción
667,P3781,has active ingredient,hat Wirkstoff,contiene el principio activo,contient le principe actif,2690,not has active ingredient,nicht hat Wirkstoff,ne pas contient le principe actif,no contiene el principio activo
668,P612,mother house,Mutterkloster,casa madre,maison mère,819,not mother house,nicht Mutterkloster,ne pas maison mère,no casa madre
669,P748,appointed by,ernannt durch,designado por,nommé par,5536,not appointed by,nicht ernannt durch,ne pas nommé par,no designado por
670,P3931,copyright holder,Urheberrechtsinhaber,titular de los derechos de autor,détenteur des droits d'auteur,3223,not copyright holder,nicht Urheberrechtsinhaber,ne pas détenteur des droits d'auteur,no titular de los derechos de autor
671,P8738,permits,erlaubt,permite,permet,23,not permits,nicht erlaubt,ne pas permet,no permite
672,P1029,crew member(s),Mannschaftsmitglied,tripulante,équipage,2956,not crew member(s),nicht Mannschaftsmitglied,ne pas équipage,no tripulante
673,P3679,stock market index,Aktienindex,índice bursátil,indice boursier,76,not stock market index,nicht Aktienindex,ne pas indice boursier,no índice bursátil
674,P1283,filmography,Filmografie,filmografía,filmographie,1519,not filmography,nicht Filmografie,ne pas filmographie,no filmografía
675,P2388,office held by head of the organization,Amt des Leiters,cargo ocupado por el dirigente,fonction à la tête de l'organisation,12722,not office held by head of the organization,nicht Amt des Leiters,ne pas fonction à la tête de l'organisation,no cargo ocupado por el dirigente
676,P3902,had as last meal,letzte Mahlzeit,última comida,dernier repas,72,not had as last meal,nicht letzte Mahlzeit,ne pas dernier repas,no última comida
677,P172,ethnic group,Bevölkerungsgruppe,etnia,groupe ethnique,159525,not ethnic group,nicht Bevölkerungsgruppe,ne pas groupe ethnique,no etnia
678,P872,printed by,Drucker,impreso por,imprimé par,2884,not printed by,nicht Drucker,ne pas imprimé par,no impreso por
679,P4967,prerequisite,Voraussetzung,prerrequisito,prérequis,191,not prerequisite,nicht Voraussetzung,ne pas prérequis,no prerrequisito
680,P4884,court,Gericht,tribunal,tribunal,21126,not court,nicht Gericht,ne pas tribunal,no tribunal
681,P5196,output method,Ausgabemethode,dispositivo de salida,périphérique de sortie,303,not output method,nicht Ausgabemethode,ne pas périphérique de sortie,no dispositivo de salida
682,P552,handedness,Händigkeit,lateralidad,latéralisation,2256,not handedness,nicht Händigkeit,ne pas latéralisation,no lateralidad
683,P565,crystal habit,Kristallhabitus,hábito cristalino,habitus du cristal,9,not crystal habit,nicht Kristallhabitus,ne pas habitus du cristal,no hábito cristalino
684,P7779,member of military unit,Mitglied der Militäreinheit,miembro de la unidad militar,unité,2362,not member of military unit,nicht Mitglied der Militäreinheit,ne pas unité,no miembro de la unidad militar
685,P5248,medical evacuation to,medizinische Evakuierung nach,evacuación sanitaria a,lieu d'évacuation des blessés,36,not medical evacuation to,nicht medizinische Evakuierung nach,ne pas lieu d'évacuation des blessés,no evacuación sanitaria a
686,P6022,"expression, gesture or body pose",Körperhaltung oder -bewegung,"expresión, gesto o postura","expression, geste ou posture",1,"not expression, gesture or body pose",nicht Körperhaltung oder -bewegung,"ne pas expression, geste ou posture","no expresión, gesto o postura"
687,P5109,has grammatical gender,hat grammatisches Geschlecht,tiene el género gramatical,a pour genre grammatical,136,not has grammatical gender,nicht hat grammatisches Geschlecht,ne pas a pour genre grammatical,no tiene el género gramatical
688,P624,guidance system,Lenksystem,sistema de guiado,système de guidage,248,not guidance system,nicht Lenksystem,ne pas système de guidage,no sistema de guiado
689,P789,edibility,Essbarkeit,comestibilidad,comestibilité,792,not edibility,nicht Essbarkeit,ne pas comestibilité,no comestibilidad
690,P4032,reviewed by,überprüft von,revisado por,examiné par,507,not reviewed by,nicht überprüft von,ne pas examiné par,no revisado por
691,P832,public holiday,Feiertag,día festivo,jour férié,1481,not public holiday,nicht Feiertag,ne pas jour férié,no día festivo
692,P2868,subject has role,Subjekt fungiert als,tiene el rol de,tient le rôle de,353488,not subject has role,nicht Subjekt fungiert als,ne pas tient le rôle de,no tiene el rol de
693,P2012,cuisine,Küche,cocina,cuisine servie,2291,not cuisine,nicht Küche,ne pas cuisine servie,no cocina
694,P194,legislative body,gesetzgebende Körperschaft,órgano legislativo,assemblée délibérante,4254,not legislative body,nicht gesetzgebende Körperschaft,ne pas assemblée délibérante,no órgano legislativo
695,P567,underlies,Hangend,infrayacente a,toit,1542,not underlies,nicht Hangend,ne pas toit,no infrayacente a
696,P105,taxon rank,taxonomischer Rang,categoría taxonómica,rang taxinomique,3580266,not taxon rank,nicht taxonomischer Rang,ne pas rang taxinomique,no categoría taxonómica
697,P1604,biosafety level,biologische Schutzstufe,nivel de bioseguridad,niveau de sécurité biologique,12,not biosafety level,nicht biologische Schutzstufe,ne pas niveau de sécurité biologique,no nivel de bioseguridad
698,P3416,end period,Schlussperiode,periodo final,période de fin,15,not end period,nicht Schlussperiode,ne pas période de fin,no periodo final
699,P8194,hardiness zone,Winterhärtezone,zona de rusticidad,zone de rusticité,19,not hardiness zone,nicht Winterhärtezone,ne pas zone de rusticité,no zona de rusticidad
700,P1290,godparent,Pate,padrino,parrain ou marraine,1457,not godparent,nicht Pate,ne pas parrain ou marraine,no padrino
701,P1594,judge,Richter,juez,juge,9996,not judge,nicht Richter,ne pas juge,no juez
702,P2975,host,Wirt,huésped,hôte,7314,not host,nicht Wirt,ne pas hôte,no huésped
703,P5021,assessment,abgelegte Prüfung,examen realizado,examen ou concours effectué,25102,not assessment,nicht abgelegte Prüfung,ne pas examen ou concours effectué,no examen realizado
704,P2384,statement describes,Aussage beschreibt,declaración describe,formule décrivant,197,not statement describes,nicht Aussage beschreibt,ne pas formule décrivant,no declaración describe
705,P248,stated in,nachgewiesen in,afirmado en,affirmé dans,784,not stated in,nicht nachgewiesen in,ne pas affirmé dans,no afirmado en
706,P6339,reports periodicity,Datenintervall,intervalo de datos,périodicité des relevés,18160,not reports periodicity,nicht Datenintervall,ne pas périodicité des relevés,no intervalo de datos
707,P4622,trophy awarded,ausgezeichnet mit Trophäe,trofeo recibido,trophée remis,242,not trophy awarded,nicht ausgezeichnet mit Trophäe,ne pas trophée remis,no trofeo recibido
708,P887,based on heuristic,basierend auf Heuristik,basado en la heurística,déterminé par l'heuristique,1,not based on heuristic,nicht basierend auf Heuristik,ne pas déterminé par l'heuristique,no basado en la heurística
709,P4792,dam,Talsperre,presa,barrage,3109,not dam,nicht Talsperre,ne pas barrage,no presa
710,P5623,type of water supply,Art der Wasserversorgung,tipo de suministro de agua,type d'alimentation en eau,1475,not type of water supply,nicht Art der Wasserversorgung,ne pas type d'alimentation en eau,no tipo de suministro de agua
711,P6291,advertises,bewirbt,publicita,promeut,862,not advertises,nicht bewirbt,ne pas promeut,no publicita
712,P739,ammunition,Patrone,munición,munition,2488,not ammunition,nicht Patrone,ne pas munition,no munición
713,P607,conflict,Kriegseinsatz,participó en el conflicto,conflit,220972,not conflict,nicht Kriegseinsatz,ne pas conflit,no participó en el conflicto
714,P1593,defender,Verteidiger,defensor,défenseur,277,not defender,nicht Verteidiger,ne pas défenseur,no defensor
715,P4791,commanded by,befohlen von,comandado por,commandé par,3519,not commanded by,nicht befohlen von,ne pas commandé par,no comandado por
716,P1433,published in,veröffentlicht in,publicado en,publié dans,37895192,not published in,nicht veröffentlicht in,ne pas publié dans,no publicado en
717,P1582,natural product of taxon,erzeugt aus,producto natural del taxón,produit par le taxon,2577,not natural product of taxon,nicht erzeugt aus,ne pas produit par le taxon,no producto natural del taxón
718,P937,work location,Wirkungsort,lugar de trabajo,lieu de travail,338232,not work location,nicht Wirkungsort,ne pas lieu de travail,no lugar de trabajo
719,P610,highest point,höchster Punkt,punto más alto,point culminant,5501,not highest point,nicht höchster Punkt,ne pas point culminant,no punto más alto
720,P208,executive body,Exekutivorgan,órgano ejecutivo,exécutif,1672,not executive body,nicht Exekutivorgan,ne pas exécutif,no órgano ejecutivo
721,P790,approved by,anerkannt von,aprobado por,approuvé par,29092,not approved by,nicht anerkannt von,ne pas approuvé par,no aprobado por
722,P817,decay mode,Zerfallsart,modo de desintegración,mode de rayonnement radioactif,3,not decay mode,nicht Zerfallsart,ne pas mode de rayonnement radioactif,no modo de desintegración
723,P3831,object has role,Objekt fungiert als,valor tiene el rol de,rôle de l'objet,65,not object has role,nicht Objekt fungiert als,ne pas rôle de l'objet,no valor tiene el rol de
724,P2575,measures,misst,mide,mesure,251,not measures,nicht misst,ne pas mesure,no mide
725,P1779,possible creator,möglicher Urheber,presunto creador,créateur présumé,38,not possible creator,nicht möglicher Urheber,ne pas créateur présumé,no presunto creador
726,P86,composer,Komponist,compositor,compositeur ou compositrice,188072,not composer,nicht Komponist,ne pas compositeur ou compositrice,no compositor
727,P3776,inhibitor of,Hemmstoff von,inhibidor de,inhibiteur de,101,not inhibitor of,nicht Hemmstoff von,ne pas inhibiteur de,no inhibidor de
728,P7781,exonerated of,freigesprochen von,exonerado de,exonéré de,47,not exonerated of,nicht freigesprochen von,ne pas exonéré de,no exonerado de
729,P5769,editor-in-chief,Chefredakteur,redactor en jefe,responsable éditorial,2294,not editor-in-chief,nicht Chefredakteur,ne pas responsable éditorial,no redactor en jefe
730,P8627,closing time,Schließzeit,hora de cierre,heure de fermeture,7,not closing time,nicht Schließzeit,ne pas heure de fermeture,no hora de cierre
731,P2770,source of income,Herkunft des Einkommens,fuente de ingreso,source de revenu,496,not source of income,nicht Herkunft des Einkommens,ne pas source de revenu,no fuente de ingreso
732,P4794,season starts,Saisonstart,inicio de la temporada,début de la saison,2049,not season starts,nicht Saisonstart,ne pas début de la saison,no inicio de la temporada
733,P926,postsynaptic connection,postsynaptische Verbindung,conexión postsináptica,connexion postsynaptique,7,not postsynaptic connection,nicht postsynaptische Verbindung,ne pas connexion postsynaptique,no conexión postsináptica
734,P530,diplomatic relation,diplomatische Beziehung,relación diplomática,relation diplomatique,7046,not diplomatic relation,nicht diplomatische Beziehung,ne pas relation diplomatique,no relación diplomática
735,P47,shares border with,gemeinsame Grenze mit,comparte fronteras con,limitrophe de,604494,not shares border with,nicht gemeinsame Grenze mit,ne pas limitrophe de,no comparte fronteras con
736,P461,opposite of,Gegenteil von,opuesto a,contraire,23655,not opposite of,nicht Gegenteil von,ne pas contraire,no opuesto a
737,P460,said to be the same as,eventuell gleichwertig,se dice que es lo mismo que,réputé identique à,284533,not said to be the same as,nicht eventuell gleichwertig,ne pas réputé identique à,no se dice que es lo mismo que
738,P3373,sibling,Geschwister,hermano o hermana,frère ou sœur,405548,not sibling,nicht Geschwister,ne pas frère ou sœur,no hermano o hermana
739,P26,spouse,Ehepartner(in),cónyuge,conjoint,729722,not spouse,nicht Ehepartner(in),ne pas conjoint,no cónyuge
740,P7047,enemy of,Feind von,enemigo de,ennemi de,3796,not enemy of,nicht Feind von,ne pas ennemi de,no enemigo de
741,P451,unmarried partner,Lebenspartner/-in,pareja,partenaire,14093,not unmarried partner,nicht Lebenspartner/-in,ne pas partenaire,no pareja
742,P1889,different from,verschieden von,diferente de,à ne pas confondre avec,797811,not different from,nicht verschieden von,ne pas à ne pas confondre avec,no diferente de
743,P3403,coextensive with,koexistiert mit,mismo territorio que,a le même territoire que,4066,not coextensive with,nicht koexistiert mit,ne pas a le même territoire que,no mismo territorio que
744,P190,twinned administrative body,Partnerkommune,ciudad hermana,jumelage ou partenariat,48951,not twinned administrative body,nicht Partnerkommune,ne pas jumelage ou partenariat,no ciudad hermana
745,P2152,antiparticle,Antiteilchen,antipartícula,antiparticule,77,not antiparticle,nicht Antiteilchen,ne pas antiparticule,no antipartícula
746,P1382,partially coincident with,teilweise übereinstimmend mit,parcialmente coincidente con,coïncide partiellement avec,17886,not partially coincident with,nicht teilweise übereinstimmend mit,ne pas coïncide partiellement avec,no parcialmente coincidente con
747,P4777,has boundary,hat als Grenze,delimitado por,délimité par,1140,not has boundary,nicht hat als Grenze,ne pas délimité par,no delimitado por
