id,en,de,fr,es
Q28136629,Baviera,Baviera,Baviera,Baviera
Q36921363,Tak,Tak,Tak,Tak
Q37054535,Cerro,Cerro,Cerro,Cerro
Q37277306,Kamil,Kamil,Kamil,Kamil
Q37477252,Merit,Merit,Merit,Merit
Q37510957,By,By,By,By
Q48012765,Señor,Señor,Señor,Señor
Q60009673,Einar,Einar,Einar,Einar
Q99194075,documentation,Dokumentation,documentation,documentación
Q224065,Bell,Bell,Bell,Bell
Q226485,Fame,Fame,Fame,Fame
Q598868,Pine,Pine,Pine,Pine
Q843292,Charlene,Charlene,Charlene,Charlene
Q2552631,Suzanne,Suzanne,Suzanne,Suzanne
Q7068816,Nuit,Nuit,Nuit,Nuit
Q16277785,Keaton,Keaton,Keaton,Keaton
Q17027131,Musa,Musa,Musa,Musa
Q18643339,Vasco,Vasco,Vasco,Vasco
Q22060469,Altos,Altos,Altos,Altos
Q24174815,Shandong,Shandong,Shandong,Shandong
Q27883490,Janusz,Janusz,Janusz,Janusz
Q27887580,From,From,From,From
Q36978753,Ellie,Ellie,Ellie,Ellie
Q37101669,Jamie,Jamie,Jamie,Jamie
Q37277651,Viejo,Viejo,Viejo,Viejo
Q37292320,Luise,Luise,Luise,Luise
Q37471980,Inga,Inga,Inga,Inga
Q37540816,Bourg,Bourg,Bourg,Bourg
Q53953567,Lois,Lois,Lois,Lois
Q58060544,Habsburg,Habsburg,Habsburg,Habsburg
Q61730295,Wehrmacht,Wehrmacht,Wehrmacht,Wehrmacht
Q97096361,Aleksandra,Aleksandra,Aleksandra,Aleksandra
Q355224,Chiesa,Chiesa,Chiesa,Chiesa
Q361266,Chin,Chin,Chin,Chin
Q1992478,Winner,Winner,Winner,Winner
Q2241726,Ima,Ima,Ima,Ima
Q2420884,Thierry,Thierry,Thierry,Thierry
Q2461169,Kent,Kent,Kent,Kent
Q3365077,Tages,Tages,Tages,Tages
Q5665747,Rodolfo,Rodolfo,Rodolfo,Rodolfo
Q21452125,Schoenberg,Schoenberg,Schoenberg,Schoenberg
Q21504639,Messier,Messier,Messier,Messier
Q30669494,Alphonse,Alphonse,Alphonse,Alphonse
Q37086608,Ferner,Ferner,Ferner,Ferner
Q37125872,Reginald,Reginald,Reginald,Reginald
Q37140995,Folk,Folk,Folk,Folk
Q37319837,Vert,Vert,Vert,Vert
Q37457041,Care,Care,Care,Care
Q37509684,Rene,Rene,Rene,Rene
Q37575615,Hund,Hund,Hund,Hund
Q66627724,Quan,Quan,Quan,Quan
Q83496012,Nürnberg,Nürnberg,Nürnberg,Nürnberg
Q96249011,Wan,Wan,Wan,Wan
Q96631856,Jie,Jie,Jie,Jie
Q111211,Tony,Tony,Tony,Tony
Q176278,Montevideo,Montevideo,Montevideo,Montevideo
Q291218,Atomic,Atomic,Atomic,Atomic
Q297930,Dino,Dino,Dino,Dino
Q613739,estancia,estancia,estancia,estancia
Q625951,Hangul,Hangul,Hangul,Hangul
Q681751,Alternative,Alternative,Alternative,Alternative
Q970371,Crowley,Crowley,Crowley,Crowley
Q1307373,Udara,Udara,Udara,Udara
Q1934074,Britt,Britt,Britt,Britt
Q2017605,English,English,English,English
Q2331014,Prentice,Prentice,Prentice,Prentice
Q4877332,Beau,Beau,Beau,Beau
Q5507224,Fuerza,Fuerza,Fuerza,Fuerza
Q10287965,Gaetano,Gaetano,Gaetano,Gaetano
Q11499267,defeat,Niederlage,défaite,derrota
Q16275056,Booth,Booth,Booth,Booth
Q16860334,Brahms,Brahms,Brahms,Brahms
Q19902158,Cover,Cover,Cover,Cover
Q27969529,Otava,Otava,Otava,Otava
Q28868756,Jude,Jude,Jude,Jude
Q28962312,often,häufig,souvent,frecuentemente
Q35000024,Chemnitz,Chemnitz,Chemnitz,Chemnitz
Q36890550,Raad,Raad,Raad,Raad
Q37014847,Platz,Platz,Platz,Platz
Q37098444,Chapel,Chapel,Chapel,Chapel
Q37106905,Lucca,Lucca,Lucca,Lucca
Q37237217,Chris,Chris,Chris,Chris
Q37280184,Cremona,Cremona,Cremona,Cremona
Q37533116,Ansbach,Ansbach,Ansbach,Ansbach
Q56240579,Tango,Tango,Tango,Tango
Q347347,Cristian,Cristian,Cristian,Cristian
Q352217,Christina,Christina,Christina,Christina
Q361406,Bernhard,Bernhard,Bernhard,Bernhard
Q385357,Nach,Nach,Nach,Nach
Q837101,FishBase,FishBase,FishBase,FishBase
Q904490,Document,Document,Document,Document
Q1044686,Gram,Gram,Gram,Gram
Q1813316,Battery,Battery,Battery,Battery
Q1964335,Moses,Moses,Moses,Moses
Q2304294,Viana,Viana,Viana,Viana
Q3265237,Lucie,Lucie,Lucie,Lucie
Q3986823,Ultimate,Ultimate,Ultimate,Ultimate
Q4387575,Oswald,Oswald,Oswald,Oswald
Q12797610,Novak,Novak,Novak,Novak
Q15156238,Estrella,Estrella,Estrella,Estrella
Q16824749,Paar,Paar,Paar,Paar
Q20001025,Yoko,Yoko,Yoko,Yoko
Q23723998,Company,Company,Company,Company
Q28451953,Grey,Grey,Grey,Grey
Q30147413,Sem,Sem,Sem,Sem
Q37084471,Galicia,Galicia,Galicia,Galicia
Q37492180,Pato,Pato,Pato,Pato
Q37513885,Galego,Galego,Galego,Galego
Q56244664,Frieden,Frieden,Frieden,Frieden
Q62602537,Apart,Apart,Apart,Apart
Q99299420,Nam,Nam,Nam,Nam
Q448657,Patty,Patty,Patty,Patty
Q580496,Elephant,Elephant,Elephant,Elephant
Q622089,Aprilis,Aprilis,Aprilis,Aprilis
Q816927,Benedikt,Benedikt,Benedikt,Benedikt
Q2114372,Günther,Günther,Günther,Günther
Q2988585,Barney,Barney,Barney,Barney
Q2989676,Communications,Communications,Communications,Communications
Q16278259,Laurence,Laurence,Laurence,Laurence
Q16582314,Nikon,Nikon,Nikon,Nikon
Q16870835,Holding,Holding,Holding,Holding
Q18223275,Olson,Olson,Olson,Olson
Q18643770,Stan,Stan,Stan,Stan
Q30669549,Sotto,Sotto,Sotto,Sotto
Q36868824,Tamara,Tamara,Tamara,Tamara
Q37314238,Pretty,Pretty,Pretty,Pretty
Q37461122,Dylan,Dylan,Dylan,Dylan
Q50374761,Wide,Wide,Wide,Wide
Q92373794,Wigan,Wigan,Wigan,Wigan
Q221170,Albrecht,Albrecht,Albrecht,Albrecht
Q246064,Best,Best,Best,Best
Q258063,Chang,Chang,Chang,Chang
Q353725,Gaspar,Gaspar,Gaspar,Gaspar
Q544421,Marcia,Marcia,Marcia,Marcia
Q637444,Rosenberg,Rosenberg,Rosenberg,Rosenberg
Q851798,Hybrid,Hybrid,Hybrid,Hybrid
Q890407,Bogdan,Bogdan,Bogdan,Bogdan
Q941482,Eugene,Eugene,Eugene,Eugene
Q1290778,Eduardo,Eduardo,Eduardo,Eduardo
Q2432366,Moon,Moon,Moon,Moon
Q2832435,Alejandro,Alejandro,Alejandro,Alejandro
Q9656852,Wen,Wen,Wen,Wen
Q13147304,Julio,Julio,Julio,Julio
Q15904453,Église,Église,Église,Église
Q16870634,Heather,Heather,Heather,Heather
Q21402874,Opel,Opel,Opel,Opel
Q36945795,Romane,Romane,Romane,Romane
Q36957113,Valdemar,Valdemar,Valdemar,Valdemar
Q37526656,Daher,Daher,Daher,Daher
Q37536182,Kazin,Kazin,Kazin,Kazin
Q37551338,Rolls,Rolls,Rolls,Rolls
Q48981839,Jaén,Jaén,Jaén,Jaén
Q96644970,Cai,Cai,Cai,Cai
Q100531417,Boyko,Boyko,Boyko,Boyko
Q369613,Quo,Quo,Quo,Quo
Q424686,Cristóbal,Cristóbal,Cristóbal,Cristóbal
Q665867,Pommern,Pommern,Pommern,Pommern
Q678123,Armando,Armando,Armando,Armando
Q840659,Laser,Laser,Laser,Laser
Q2097930,Outside,Outside,Outside,Outside
Q2273536,Rifle,Rifle,Rifle,Rifle
Q3193719,Kaspar,Kaspar,Kaspar,Kaspar
Q3857242,Miguel,Miguel,Miguel,Miguel
Q12717105,Gard,Gard,Gard,Gard
Q16869924,Fender,Fender,Fender,Fender
Q16908439,Heinz,Heinz,Heinz,Heinz
Q36906328,Tod,Tod,Tod,Tod
Q37193484,Val,Val,Val,Val
Q37216692,Novi,Novi,Novi,Novi
Q37451466,Pavlovic,Pavlovic,Pavlovic,Pavlovic
Q37560340,Sheikh,Sheikh,Sheikh,Sheikh
Q42619897,Ángeles,Ángeles,Ángeles,Ángeles
Q57464884,Santa,Santa,Santa,Santa
Q76426271,Besançon,Besançon,Besançon,Besançon
Q229096,Sydney,Sydney,Sydney,Sydney
Q1028162,Cambodia,Cambodia,Cambodia,Cambodia
Q1235039,Doktor,Doktor,Doktor,Doktor
Q3235511,Barlow,Barlow,Barlow,Barlow
Q3916680,Pocket,Pocket,Pocket,Pocket
Q3990201,Thema,Thema,Thema,Thema
Q5104289,Fuß,Fuß,Fuß,Fuß
Q5288689,Dois,Dois,Dois,Dois
Q16479722,Angers,Angers,Angers,Angers
Q21456956,Bring,Bring,Bring,Bring
Q21484524,Dann,Dann,Dann,Dann
Q22588446,Minnesota,Minnesota,Minnesota,Minnesota
Q27877293,Klang,Klang,Klang,Klang
Q36962547,Jacek,Jacek,Jacek,Jacek
Q37283709,Catalan,Catalan,Catalan,Catalan
Q37507675,Erbe,Erbe,Erbe,Erbe
Q37538774,Arts,Arts,Arts,Arts
Q37550550,Kreuz,Kreuz,Kreuz,Kreuz
Q39747949,Bu,Bu,Bu,Bu
Q53772084,Asimov,Asimov,Asimov,Asimov
Q64528581,Gabriele,Gabriele,Gabriele,Gabriele
Q230572,Levi,Levi,Levi,Levi
Q574394,Anthropology,Anthropology,Anthropology,Anthropology
Q891241,Bol,Bol,Bol,Bol
Q11089033,Shi,Shi,Shi,Shi
Q15880774,Pius,Pius,Pius,Pius
Q21487796,Bamberg,Bamberg,Bamberg,Bamberg
Q24406497,Des,Des,Des,Des
Q28380154,Ramon,Ramon,Ramon,Ramon
Q30225501,Lied,Lied,Lied,Lied
Q37314045,Aprile,Aprile,Aprile,Aprile
Q37330999,Mihail,Mihail,Mihail,Mihail
Q37514184,Kirke,Kirke,Kirke,Kirke
Q37532645,Pola,Pola,Pola,Pola
Q37539330,Mauricio,Mauricio,Mauricio,Mauricio
Q61031800,Israël,Israël,Israël,Israël
Q62785046,Liechtenstein,Liechtenstein,Liechtenstein,Liechtenstein
Q83494695,Bücher,Bücher,Bücher,Bücher
Q83494901,Gründer,Gründer,Gründer,Gründer
Q96621463,Alfa,Alfa,Alfa,Alfa
Q14790,Ethnologue,Ethnologue,Ethnologue,Ethnologue
Q298158,Elia,Elia,Elia,Elia
Q366468,Romain,Romain,Romain,Romain
Q407148,Cristiano,Cristiano,Cristiano,Cristiano
Q698116,Aron,Aron,Aron,Aron
Q1806767,departamento,Departamento,departamento,departamento
Q2607052,Antarctica,Antarctica,Antarctica,Antarctica
Q3294356,Marko,Marko,Marko,Marko
Q11822100,Polska,Polska,Polska,Polska
Q18273434,Aida,Aida,Aida,Aida
Q19703586,Into,Into,Into,Into
Q22278840,Léon,Léon,Léon,Léon
Q28912411,Islas,Islas,Islas,Islas
Q36933391,Bien,Bien,Bien,Bien
Q36986428,Claudio,Claudio,Claudio,Claudio
Q37528401,Pulitzer,Pulitzer,Pulitzer,Pulitzer
Q37538120,Officer,Officer,Officer,Officer
Q42850795,Sei,Sei,Sei,Sei
Q104837351,Song,Song,Song,Song
Q907682,Dogs,Dogs,Dogs,Dogs
Q1091855,Permanent,Permanent,Permanent,Permanent
Q1684580,Jean,Jean,Jean,Jean
Q2418634,Reptile,Reptile,Reptile,Reptile
Q3007842,HS,HS,HS,HS
Q4202909,Józef,Józef,Józef,Józef
Q7082684,Oktubre,Oktubre,Oktubre,Oktubre
Q7606007,Stefan,Stefan,Stefan,Stefan
Q16290303,Hunt,Hunt,Hunt,Hunt
Q19768165,Emanuele,Emanuele,Emanuele,Emanuele
Q29876213,Cueva,Cueva,Cueva,Cueva
Q30669967,Lo,Lo,Lo,Lo
Q36979753,Wiltshire,Wiltshire,Wiltshire,Wiltshire
Q37217058,Llano,Llano,Llano,Llano
Q37250472,Vater,Vater,Vater,Vater
Q37284799,Blick,Blick,Blick,Blick
Q37549609,Baptist,Baptist,Baptist,Baptist
Q51233362,Nikita,Nikita,Nikita,Nikita
Q59209200,Charles,Charles,Charles,Charles
Q79557491,Bond,Bond,Bond,Bond
Q106455059,Platon,Platon,Platon,Platon
Q231299,Wolfram,Wolfram,Wolfram,Wolfram
Q1845017,Paraná,Paraná,Paraná,Paraná
Q2006806,Thief,Thief,Thief,Thief
Q3036254,Dong,Dong,Dong,Dong
Q4798312,Latinoamérica,Latinoamérica,Latinoamérica,Latinoamérica
Q16021015,Andrea,Andrea,Andrea,Andrea
Q21270501,Maret,Maret,Maret,Maret
Q37546642,Paulina,Paulina,Paulina,Paulina
Q47458707,Biller,Biller,Biller,Biller
Q87711400,Shot,Shot,Shot,Shot
Q105239549,Pernambuco,Pernambuco,Pernambuco,Pernambuco
Q257172,Duarte,Duarte,Duarte,Duarte
Q396725,Bao,Bao,Bao,Bao
Q401631,Nelly,Nelly,Nelly,Nelly
Q415616,Tate,Tate,Tate,Tate
Q676044,Adolfo,Adolfo,Adolfo,Adolfo
Q1250783,Román,Román,Román,Román
Q1747080,Lynne,Lynne,Lynne,Lynne
Q2714279,VS,VS,VS,VS
Q3490837,Sophie,Sophie,Sophie,Sophie
Q4282552,Martina,Martina,Martina,Martina
Q4462633,Jerónimo,Jerónimo,Jerónimo,Jerónimo
Q6003519,Nature,Nature,Nature,Nature
Q16869523,Derbyshire,Derbyshire,Derbyshire,Derbyshire
Q19794220,Nick,Nick,Nick,Nick
Q19944934,Antony,Antony,Antony,Antony
Q19967811,Che,Che,Che,Che
Q24389774,Mall,Mall,Mall,Mall
Q24425685,Si,Si,Si,Si
Q33100951,Ask,Ask,Ask,Ask
Q37439276,Ron,Ron,Ron,Ron
Q57307342,Toda,Toda,Toda,Toda
Q64157527,Bella,Bella,Bella,Bella
Q90036657,Shin,Shin,Shin,Shin
Q30059,arrondissement,Arrondissement,arrondissement,arrondissement
Q231818,Marin,Marin,Marin,Marin
Q1158495,Mika,Mika,Mika,Mika
Q1245601,Loiret,Loiret,Loiret,Loiret
Q1576427,Rodrigo,Rodrigo,Rodrigo,Rodrigo
Q2246971,Kitchen,Kitchen,Kitchen,Kitchen
Q3343669,Norge,Norge,Norge,Norge
Q5400732,Esteban,Esteban,Esteban,Esteban
Q12042933,Ort,Ort,Ort,Ort
Q15917370,Hegel,Hegel,Hegel,Hegel
Q16279752,Moss,Moss,Moss,Moss
Q16860427,Brick,Brick,Brick,Brick
Q18123776,Daniele,Daniele,Daniele,Daniele
Q21143999,Levy,Levy,Levy,Levy
Q21493189,Kleine,Kleine,Kleine,Kleine
Q27166954,Abe,Abe,Abe,Abe
Q37493360,Gustavo,Gustavo,Gustavo,Gustavo
Q37537116,Obispo,Obispo,Obispo,Obispo
Q104407383,Allan,Allan,Allan,Allan
Q285108,Suicide,Suicide,Suicide,Suicide
Q387682,Vicenza,Vicenza,Vicenza,Vicenza
Q397599,Dani,Dani,Dani,Dani
Q1233862,Doctor,Doctor,Doctor,Doctor
Q1754274,Senior,Senior,Senior,Senior
Q1798750,Anand,Anand,Anand,Anand
Q18947263,Sergio,Sergio,Sergio,Sergio
Q24509936,Boulenger,Boulenger,Boulenger,Boulenger
Q26991394,Slim,Slim,Slim,Slim
Q27436292,Kopf,Kopf,Kopf,Kopf
Q29841580,Osborn,Osborn,Osborn,Osborn
Q36874898,Pater,Pater,Pater,Pater
Q37239457,Kick,Kick,Kick,Kick
Q41156718,Cantón,Cantón,Cantón,Cantón
Q96257600,Qing,Qing,Qing,Qing
Q79950,Hoover,Hoover,Hoover,Hoover
Q397239,edition,Edition,édition,edición
Q400672,Croce,Croce,Croce,Croce
Q408106,Yun,Yun,Yun,Yun
Q674803,Grande,Grande,Grande,Grande
Q1020602,Scotia,Scotia,Scotia,Scotia
Q1581685,East,East,East,East
Q1698752,Alain,Alain,Alain,Alain
Q2597644,Merriam,Merriam,Merriam,Merriam
Q16001400,Aber,Aber,Aber,Aber
Q20899047,Queen,Queen,Queen,Queen
Q21086989,Hamid,Hamid,Hamid,Hamid
Q37078699,Dor,Dor,Dor,Dor
Q188561,Work,Work,Work,Work
Q224204,Baba,Baba,Baba,Baba
Q295951,Yin,Yin,Yin,Yin
Q1605244,Adolphe,Adolphe,Adolphe,Adolphe
Q2069597,Peoples,Peoples,Peoples,Peoples
Q2291357,Think,Think,Think,Think
Q4677751,Actress,Actress,Actress,Actress
Q12806238,Vörös,Vörös,Vörös,Vörös
Q16002104,Agostino,Agostino,Agostino,Agostino
Q16876763,Mee,Mee,Mee,Mee
Q21396697,Forster,Forster,Forster,Forster
Q22668404,Formation,Formation,Formation,Formation
Q28745087,Claudius,Claudius,Claudius,Claudius
Q28797522,Towns,Towns,Towns,Towns
Q36874345,Marcelo,Marcelo,Marcelo,Marcelo
Q36921779,Cena,Cena,Cena,Cena
Q56244250,Kirsten,Kirsten,Kirsten,Kirsten
Q66827836,José,José,José,José
Q104825192,Hérault,Hérault,Hérault,Hérault
Q3948,Brits,Brits,Brits,Brits
Q295517,Marte,Marte,Marte,Marte
Q530072,Angelo,Angelo,Angelo,Angelo
Q1158552,Sigmund,Sigmund,Sigmund,Sigmund
Q1754156,Trans,Trans,Trans,Trans
Q2920644,environment,Umgebung,environnement,ambiente
Q7032788,Nigeria,Nigeria,Nigeria,Nigeria
Q9586697,Aeropuerto,Aeropuerto,Aeropuerto,Aeropuerto
Q16782614,Spielberg,Spielberg,Spielberg,Spielberg
Q16869870,Every,Every,Every,Every
Q18612254,Philosophy,Philosophy,Philosophy,Philosophy
Q21504829,Argento,Argento,Argento,Argento
Q28169216,Rider,Rider,Rider,Rider
Q36876020,Michelin,Michelin,Michelin,Michelin
Q37238704,Ferdinando,Ferdinando,Ferdinando,Ferdinando
Q37504745,Patrice,Patrice,Patrice,Patrice
Q42311248,Wolves,Wolves,Wolves,Wolves
Q218163,Ali,Ali,Ali,Ali
Q398692,Isaac,Isaac,Isaac,Isaac
Q617547,Sunderland,Sunderland,Sunderland,Sunderland
Q2568085,Fifth,Fifth,Fifth,Fifth
Q6410303,kin,kin,kin,kin
Q21502259,Preis,Preis,Preis,Preis
Q27950186,Wende,Wende,Wende,Wende
Q30669474,South,South,South,South
Q30727949,Kapoor,Kapoor,Kapoor,Kapoor
Q37063941,Gallen,Gallen,Gallen,Gallen
Q37164419,Reus,Reus,Reus,Reus
Q37280619,Bielefeld,Bielefeld,Bielefeld,Bielefeld
Q37431372,Tottenham,Tottenham,Tottenham,Tottenham
Q37488672,Stille,Stille,Stille,Stille
Q37521211,Gene,Gene,Gene,Gene
Q37538577,Doubleday,Doubleday,Doubleday,Doubleday
Q37567493,Beste,Beste,Beste,Beste
Q57199699,apparition,Erscheinung,apparition,aparición
Q100333192,Velasco,Velasco,Velasco,Velasco
Q107501977,Thriller,Thriller,Thriller,Thriller
Q508935,Groningen,Groningen,Groningen,Groningen
Q658870,Ultratop,Ultratop,Ultratop,Ultratop
Q738294,Mademoiselle,Mademoiselle,Mademoiselle,Mademoiselle
Q1642655,Håkon,Håkon,Håkon,Håkon
Q3473644,Hopkins,Hopkins,Hopkins,Hopkins
Q12323911,Stanislav,Stanislav,Stanislav,Stanislav
Q12617221,Jong,Jong,Jong,Jong
Q16177011,Bo,Bo,Bo,Bo
Q21283505,Galerie,Galerie,Galerie,Galerie
Q28737269,Lauri,Lauri,Lauri,Lauri
Q36971907,Luiz,Luiz,Luiz,Luiz
Q37324294,Holanda,Holanda,Holanda,Holanda
Q37525492,Woodrow,Woodrow,Woodrow,Woodrow
Q37555658,Primo,Primo,Primo,Primo
Q44174887,Strings,Strings,Strings,Strings
Q60556923,ri,ri,ri,ri
Q225191,Galeria,Galeria,Galeria,Galeria
Q225858,Meyer,Meyer,Meyer,Meyer
Q566892,Annie,Annie,Annie,Annie
Q692668,Beirut,Beirut,Beirut,Beirut
Q6756036,Marcel,Marcel,Marcel,Marcel
Q21489129,Routledge,Routledge,Routledge,Routledge
Q37497138,Tristan,Tristan,Tristan,Tristan
Q348103,Karin,Karin,Karin,Karin
Q371705,Tong,Tong,Tong,Tong
Q1102036,Juliana,Juliana,Juliana,Juliana
Q1177348,Dimitri,Dimitri,Dimitri,Dimitri
Q1754458,Fourth,Fourth,Fourth,Fourth
Q1908348,Mathematics,Mathematics,Mathematics,Mathematics
Q2304679,Aquí,Aquí,Aquí,Aquí
Q3856474,Michele,Michele,Michele,Michele
Q16946867,Ma,Ma,Ma,Ma
Q1147601,Liliopsida,Liliopsida,Liliopsida,Liliopsida
Q19810532,Xu,Xu,Xu,Xu
Q24383897,Jun,Jun,Jun,Jun
Q36913773,Hung,Hung,Hung,Hung
Q37124246,My,My,My,My
Q37248683,Bowling,Bowling,Bowling,Bowling
Q341677,Sonne,Sonne,Sonne,Sonne
Q878675,Og,Og,Og,Og
Q1226939,division,Division,division,división
Q1535484,Künstler,Künstler,Künstler,Künstler
Q1970769,Elevation,Elevation,Elevation,Elevation
Q2299729,Sometimes,Sometimes,Sometimes,Sometimes
Q4951483,Box,Box,Box,Box
Q16883841,Sterne,Sterne,Sterne,Sterne
Q16966927,Waltz,Waltz,Waltz,Waltz
Q24405760,Proc,Proc,Proc,Proc
Q29441547,Solar,Solar,Solar,Solar
Q37195199,Yen,Yen,Yen,Yen
Q37247998,Alten,Alten,Alten,Alten
Q37505522,Ober,Ober,Ober,Ober
Q37573408,Vecchio,Vecchio,Vecchio,Vecchio
Q830106,GeoNames,GeoNames,GeoNames,GeoNames
Q3012063,Sándor,Sándor,Sándor,Sándor
Q10513519,Siberia,Siberia,Siberia,Siberia
Q18608239,Abril,Abril,Abril,Abril
Q21481563,Cesare,Cesare,Cesare,Cesare
Q35000016,Geist,Geist,Geist,Geist
Q36969267,Reale,Reale,Reale,Reale
Q37245391,Zhao,Zhao,Zhao,Zhao
Q37565747,Norbert,Norbert,Norbert,Norbert
Q48416873,Rasmussen,Rasmussen,Rasmussen,Rasmussen
Q99535403,Madame,Madame,Madame,Madame
Q406409,Quinto,Quinto,Quinto,Quinto
Q476215,Oricon,Oricon,Oricon,Oricon
Q728278,Zhu,Zhu,Zhu,Zhu
Q1270409,Voyage,Voyage,Voyage,Voyage
Q2531764,Lonely,Lonely,Lonely,Lonely
Q4926920,Jonas,Jonas,Jonas,Jonas
Q7321538,Müller,Müller,Müller,Müller
Q10945666,Laurent,Laurent,Laurent,Laurent
Q13606790,Luis,Luis,Luis,Luis
Q15012932,MTV,MTV,MTV,MTV
Q16868332,Frankfurter,Frankfurter,Frankfurter,Frankfurter
Q17255424,Maps,Maps,Maps,Maps
Q19997437,Zhang,Zhang,Zhang,Zhang
Q23833611,Mitterrand,Mitterrand,Mitterrand,Mitterrand
Q26439563,Jin,Jin,Jin,Jin
Q37151996,Jens,Jens,Jens,Jens
Q27887,Producer,Producer,Producer,Producer
Q226153,Yuan,Yuan,Yuan,Yuan
Q230432,Kai,Kai,Kai,Kai
Q655316,Arctiinae,Arctiinae,Arctiinae,Arctiinae
Q694226,See,See,See,See
Q26905801,Doris,Doris,Doris,Doris
Q30229689,Andrés,Andrés,Andrés,Andrés
Q37053572,Cartagena,Cartagena,Cartagena,Cartagena
Q52779108,Hernán,Hernán,Hernán,Hernán
Q2384051,Dalí,Dalí,Dalí,Dalí
Q10390213,Vicente,Vicente,Vicente,Vicente
Q10495292,Finalmente,Finalmente,Finalmente,Finalmente
Q16479576,Been,Been,Been,Been
Q19871517,Browne,Browne,Browne,Browne
Q20087975,Kuba,Kuba,Kuba,Kuba
Q21492659,Wein,Wein,Wein,Wein
Q36878186,Bei,Bei,Bei,Bei
Q37096017,Salle,Salle,Salle,Salle
Q37228806,Castella,Castella,Castella,Castella
Q37309727,Kini,Kini,Kini,Kini
Q64743906,Aubin,Aubin,Aubin,Aubin
Q96335955,Ke,Ke,Ke,Ke
Q18394,Canale,Canale,Canale,Canale
Q258234,Kaya,Kaya,Kaya,Kaya
Q421242,Cain,Cain,Cain,Cain
Q674129,Santos,Santos,Santos,Santos
Q773345,Louisiana,Louisiana,Louisiana,Louisiana
Q2266108,Encyrtidae,Encyrtidae,Encyrtidae,Encyrtidae
Q6755665,MK,MK,MK,MK
Q9366515,Umar,Umar,Umar,Umar
Q10910368,Göring,Göring,Göring,Göring
Q10989264,Large,Large,Large,Large
Q27037161,Hakim,Hakim,Hakim,Hakim
Q36896714,Hugh,Hugh,Hugh,Hugh
Q36902120,Devi,Devi,Devi,Devi
Q37112363,Emilio,Emilio,Emilio,Emilio
Q37484532,Mecklenburg,Mecklenburg,Mecklenburg,Mecklenburg
Q67099865,Luís,Luís,Luís,Luís
Q296599,Wang,Wang,Wang,Wang
Q1061673,Roger,Roger,Roger,Roger
Q1806656,Lasse,Lasse,Lasse,Lasse
Q2749298,Baroque,Baroque,Baroque,Baroque
Q3180665,Johanna,Johanna,Johanna,Johanna
Q16869962,Fleet,Fleet,Fleet,Fleet
Q21450525,Duca,Duca,Duca,Duca
Q21484544,Mehmed,Mehmed,Mehmed,Mehmed
Q21489111,Anwar,Anwar,Anwar,Anwar
Q37309248,Hunger,Hunger,Hunger,Hunger
Q37460168,Abdul,Abdul,Abdul,Abdul
Q37563078,Sant,Sant,Sant,Sant
Q50877538,Baden,Baden,Baden,Baden
Q310451,Liza,Liza,Liza,Liza
Q509069,Osten,Osten,Osten,Osten
Q1954893,Lucius,Lucius,Lucius,Lucius
Q2287068,Simeon,Simeon,Simeon,Simeon
Q2356200,Typhoon,Typhoon,Typhoon,Typhoon
Q3992554,Toma,Toma,Toma,Toma
Q7382648,majority,Mehrheit,majorité,mayoría
Q21491421,Massimo,Massimo,Massimo,Massimo
Q28148184,Alexandru,Alexandru,Alexandru,Alexandru
Q20171,Pont,Pont,Pont,Pont
Q1786535,Jeremy,Jeremy,Jeremy,Jeremy
Q1814063,Rein,Rein,Rein,Rein
Q6786536,Material,Material,Material,Material
Q18208671,Edwin,Edwin,Edwin,Edwin
Q21476586,Meyrick,Meyrick,Meyrick,Meyrick
Q24898781,Colour,Colour,Colour,Colour
Q530200,Megachilidae,Megachilidae,Megachilidae,Megachilidae
Q6161436,Vicky,Vicky,Vicky,Vicky
Q19813073,Pearce,Pearce,Pearce,Pearce
Q36979416,Rede,Rede,Rede,Rede
Q41619174,Collette,Collette,Collette,Collette
Q96757097,Tuo,Tuo,Tuo,Tuo
Q57096,Concise,Concise,Concise,Concise
Q294925,Elena,Elena,Elena,Elena
Q2033526,Oskar,Oskar,Oskar,Oskar
Q3242181,Makoto,Makoto,Makoto,Makoto
Q15615979,Siri,Siri,Siri,Siri
Q20006551,Rosario,Rosario,Rosario,Rosario
Q28886733,Alles,Alles,Alles,Alles
Q30669715,Zack,Zack,Zack,Zack
Q37443492,Jochen,Jochen,Jochen,Jochen
Q37494495,Bernie,Bernie,Bernie,Bernie
Q37523817,Jacinto,Jacinto,Jacinto,Jacinto
Q64732984,Slade,Slade,Slade,Slade
Q16277127,Irish,Irish,Irish,Irish
Q16280689,Price,Price,Price,Price
Q17126221,Rebellion,Rebellion,Rebellion,Rebellion
Q26706877,Russ,Russ,Russ,Russ
Q27910497,Lines,Lines,Lines,Lines
Q30132379,Rui,Rui,Rui,Rui
Q36907418,Zheng,Zheng,Zheng,Zheng
Q60231911,Parijs,Parijs,Parijs,Parijs
Q64494803,Mihály,Mihály,Mihály,Mihály
Q76557,uncle,Onkel,oncle,tío
Q3025946,Mai,Mai,Mai,Mai
Q16870105,Gant,Gant,Gant,Gant
Q31983622,reaction,Reaktion,réaction,reacción
Q37471278,Nurse,Nurse,Nurse,Nurse
Q37517780,Brien,Brien,Brien,Brien
